date,regime,regime_label,portfolio_USMV_overlay,portfolio_cash_baseline,SPY,USMV,cumret_USMV_overlay_pct,cumret_cash_baseline_pct,cumret_SPY_pct,cumret_USMV_etf_pct,portfolio_USMV_USD,portfolio_cash_USD,cash_USD,positions_value_USD,n_positions
2023-05-22,0,bull,134.1869,134.1869,110.3903,101.5595,34.1869,34.1869,10.3903,1.5595,1341.8686,1341.8686,775.4884,566.3802,11
2023-05-23,0,bull,134.5031,134.5031,109.1514,100.599,34.5031,34.5031,9.1514,0.599,1345.0307,1345.0307,688.4819,656.5488,11
2023-05-24,0,bull,133.3893,133.3893,108.3606,99.8196,33.3893,33.3893,8.3606,-0.1804,1333.8933,1333.8933,682.1176,651.7758,11
2023-05-25,0,bull,135.0214,135.0214,109.299,99.4715,35.0214,35.0214,9.299,-0.5285,1350.2143,1350.2143,750.4502,599.7641,9
2023-05-26,0,bull,136.9708,136.9708,110.7145,99.9031,36.9708,36.9708,10.7145,-0.0969,1369.7082,1369.7082,668.2367,701.4716,10
2023-05-30,0,bull,140.6999,140.6999,110.7567,99.5272,40.6999,40.6999,10.7567,-0.4728,1406.9992,1406.9992,706.9291,700.0701,9
2023-05-31,0,bull,138.8238,138.8238,110.1425,99.4437,38.8238,38.8238,10.1425,-0.5563,1388.2378,1388.2378,617.9038,770.334,10
2023-06-01,0,bull,142.0543,142.0543,111.189,99.7778,42.0543,42.0543,11.189,-0.2222,1420.5428,1420.5428,704.4894,716.0534,9
2023-06-02,0,bull,142.7833,142.7833,112.7969,100.9192,42.7833,42.7833,12.7969,0.9192,1427.8333,1427.8333,704.4894,723.3439,9
2023-06-05,0,bull,142.129,142.129,112.5807,100.7104,42.129,42.129,12.5807,0.7104,1421.2896,1421.2896,765.9617,655.3279,8
2023-06-06,0,bull,142.9594,142.9594,112.8259,100.3346,42.9594,42.9594,12.8259,0.3346,1429.5937,1429.5937,813.7422,615.8515,7
2023-06-07,0,bull,143.8813,143.8813,112.4358,100.4603,43.8813,43.8813,12.4358,0.4603,1438.8129,1438.8129,727.403,711.4099,8
2023-06-08,0,bull,148.9666,148.9666,113.1158,101.0333,48.9666,48.9666,13.1158,1.0333,1489.6662,1489.6662,738.9643,750.702,8
2023-06-09,0,bull,146.4488,146.4488,113.3188,101.0053,46.4488,46.4488,13.3188,1.0053,1464.4877,1464.4877,708.6336,755.8541,9
2023-06-12,0,bull,149.3609,149.3609,114.3468,101.5364,49.3609,49.3609,14.3468,1.5364,1493.6087,1493.6087,920.3447,573.264,7
2023-06-13,0,bull,151.2279,151.2279,115.1007,101.8857,51.2279,51.2279,15.1007,1.8857,1512.2793,1512.2793,685.1315,827.1478,9
2023-06-14,0,bull,151.7214,151.7214,115.2378,101.8857,51.7214,51.7214,15.2378,1.8857,1517.2138,1517.2138,593.7341,923.4797,10
2023-06-15,0,bull,153.6259,153.6259,116.6664,103.2971,53.6259,53.6259,16.6664,3.2971,1536.2593,1536.2593,734.0401,802.2192,9
2023-06-16,0,bull,153.2558,153.2558,116.2691,103.2692,53.2558,53.2558,16.2691,3.2692,1532.5577,1532.5577,842.3101,690.2476,8
2023-06-20,0,bull,152.9176,152.9176,115.6658,102.4866,52.9176,52.9176,15.6658,2.4866,1529.176,1529.176,1109.4237,419.7522,6
2023-06-21,0,bull,152.2564,152.2564,115.0732,102.4586,52.2564,52.2564,15.0732,2.4586,1522.5637,1522.5637,1167.4704,355.0932,6
2023-06-22,0,bull,151.5101,151.5101,115.4886,102.5425,51.5101,51.5101,15.4886,2.5425,1515.1006,1515.1006,1095.7363,419.3643,7
2023-06-23,0,bull,151.5015,151.5015,114.6155,101.746,51.5015,51.5015,14.6155,1.746,1515.0148,1515.0148,1149.5896,365.4252,6
2023-06-26,0,bull,152.0186,152.0186,114.1472,101.9835,52.0186,52.0186,14.1472,1.9835,1520.1858,1520.1858,1149.5896,370.5962,6
2023-06-27,0,bull,154.0872,154.0872,115.3986,102.6403,54.0872,54.0872,15.3986,2.6403,1540.8723,1540.8723,1244.3543,296.5179,5
2023-06-28,0,bull,154.1477,154.1477,115.4568,102.1093,54.1477,54.1477,15.4568,2.1093,1541.4767,1541.4767,1282.8412,258.6355,4
2023-06-29,0,bull,154.151,154.151,115.9119,102.808,54.151,54.151,15.9119,2.808,1541.5102,1541.5102,1353.7151,187.7951,3
2023-06-30,0,bull,154.219,154.219,117.2797,103.87,54.219,54.219,17.2797,3.87,1542.1897,1542.1897,1353.7151,188.4746,3
2023-07-03,0,bull,154.4537,154.4537,117.4146,103.7583,54.4537,54.4537,17.4146,3.7583,1544.5369,1544.5369,1443.3286,101.2083,1
2023-07-05,0,bull,154.7036,154.7036,117.24,103.5906,54.7036,54.7036,17.24,3.5906,1547.0358,1547.0358,1443.3286,103.7072,1
2023-07-06,0,bull,154.2055,154.2055,116.322,103.0456,54.2055,54.2055,16.322,3.0456,1542.0546,1542.0546,1350.7431,191.3115,2
2023-07-07,0,bull,155.1886,155.1886,116.0283,102.4447,55.1886,55.1886,16.0283,2.4447,1551.8861,1551.8861,1165.0751,386.811,4
2023-07-10,0,bull,156.6251,156.6251,116.322,102.8779,56.6251,56.6251,16.322,2.8779,1566.2506,1566.2506,1165.0751,401.1754,4
2023-07-11,0,bull,157.2982,157.2982,117.0628,103.6045,57.2982,57.2982,17.0628,3.6045,1572.982,1572.982,1070.8781,502.1039,5
2023-07-12,0,bull,158.3657,158.3657,118.0046,103.8001,58.3657,58.3657,18.0046,3.8001,1583.6567,1583.6567,1212.2287,371.428,4
2023-07-13,0,bull,159.0616,159.0616,118.9412,103.9259,59.0616,59.0616,18.9412,3.9259,1590.6159,1590.6159,1212.2287,378.3872,4
2023-07-14,0,bull,158.6695,158.6695,118.8672,103.87,58.6695,58.6695,18.8672,3.87,1586.6951,1586.6951,1233.2168,353.4784,4
2023-07-17,0,bull,159.2596,159.2596,119.2799,103.9399,59.2596,59.2596,19.2799,3.9399,1592.5959,1592.5959,1233.2168,359.3791,4
2023-07-18,0,bull,160.9284,160.9284,120.1662,104.2054,60.9284,60.9284,20.1662,4.2054,1609.2844,1609.2844,1246.6961,362.5882,4
2023-07-19,0,bull,164.8162,164.8162,120.4334,104.6945,64.8162,64.8162,20.4334,4.6945,1648.1617,1648.1617,1246.6961,401.4656,4
2023-07-20,0,bull,161.5789,161.5789,119.6344,105.3373,61.5789,61.5789,19.6344,5.3373,1615.7895,1615.7895,1288.7838,327.0057,4
2023-07-21,0,bull,160.9129,160.9129,119.6344,105.9382,60.9129,60.9129,19.6344,5.9382,1609.1288,1609.1288,1321.7338,287.395,4
2023-07-24,0,bull,160.8986,160.8986,120.1689,106.0919,60.8986,60.8986,20.1689,6.0919,1608.9856,1608.9856,1225.0079,383.9777,5
2023-07-25,0,bull,161.0502,161.0502,120.4969,106.2876,61.0502,61.0502,20.4969,6.2876,1610.5015,1610.5015,1233.8355,376.666,5
2023-07-26,0,bull,160.9321,160.9321,120.5154,105.9801,60.9321,60.9321,20.5154,5.9801,1609.3207,1609.3207,1380.8426,228.4781,4
2023-07-27,0,bull,159.9661,159.9661,119.7164,105.1696,59.9661,59.9661,19.7164,5.1696,1599.6613,1599.6613,1488.8874,110.7739,2
2023-07-28,0,bull,160.649,160.649,120.8885,105.3932,60.649,60.649,20.8885,5.3932,1606.4897,1606.4897,1506.6848,99.8049,2
2023-07-31,0,bull,161.1832,161.1832,121.1187,105.3094,61.1832,61.1832,21.1187,5.3094,1611.8315,1611.8315,1351.2752,260.5563,3
2023-08-01,0,bull,160.9164,160.9164,120.7721,105.0718,60.9164,60.9164,20.7721,5.0718,1609.1642,1609.1642,1351.2752,257.889,3
2023-08-02,0,bull,160.1585,160.1585,119.092,104.7923,60.1585,60.1585,19.092,4.7923,1601.5845,1601.5845,1401.7543,199.8303,3
2023-08-03,0,bull,160.2101,160.2101,118.7507,104.4011,60.2101,60.2101,18.7507,4.4011,1602.101,1602.101,1401.7543,200.3468,3
2023-08-04,0,bull,160.2444,160.2444,118.2137,103.8281,60.2444,60.2444,18.2137,3.8281,1602.4438,1602.4438,1421.8282,180.6156,3
2023-08-07,0,bull,160.3434,160.3434,119.2455,104.7504,60.3434,60.3434,19.2455,4.7504,1603.4336,1603.4336,1452.1977,151.2359,3
2023-08-08,0,bull,159.9629,159.9629,118.7269,104.4849,59.9629,59.9629,18.7269,4.4849,1599.6294,1599.6294,1452.1977,147.4317,3
2023-08-09,0,bull,159.0901,159.0901,117.9332,104.6386,59.0901,59.0901,17.9332,4.6386,1590.901,1590.901,1504.4663,86.4347,2
2023-08-10,0,bull,159.1106,159.1106,117.9755,104.5827,59.1106,59.1106,17.9755,4.5827,1591.1055,1591.1055,1504.4663,86.6392,2
2023-08-11,0,bull,158.9686,158.9686,117.9068,104.988,58.9686,58.9686,17.9068,4.988,1589.6863,1589.6863,1517.5097,72.1766,2
2023-08-14,0,bull,158.7775,158.7775,118.5576,105.0998,58.7775,58.7775,18.5576,5.0998,1587.7753,1587.7753,1587.7753,0.0,0
2023-08-15,0,bull,158.7775,158.7775,117.1765,104.2054,58.7775,58.7775,17.1765,4.2054,1587.7753,1587.7753,1587.7753,0.0,0
2023-08-16,0,bull,158.7775,158.7775,116.3167,103.898,58.7775,58.7775,16.3167,3.898,1587.7753,1587.7753,1587.7753,0.0,0
2023-08-17,0,bull,158.7775,158.7775,115.4304,103.2133,58.7775,58.7775,15.4304,3.2133,1587.7753,1587.7753,1587.7753,0.0,0
2023-08-18,0,bull,159.1196,159.1196,115.4859,103.4508,59.1196,59.1196,15.4859,3.4508,1591.1963,1591.1963,1492.5088,98.6875,1
2023-08-21,0,bull,159.4864,159.4864,116.2373,103.4648,59.4864,59.4864,16.2373,3.4648,1594.8644,1594.8644,1429.7427,165.1217,2
2023-08-22,0,bull,159.7771,159.7771,115.9225,103.2412,59.7771,59.7771,15.9225,3.2412,1597.7708,1597.7708,1429.7427,168.028,2
2023-08-23,0,bull,160.8277,160.8277,117.2136,103.9259,60.8277,60.8277,17.2136,3.9259,1608.2773,1608.2773,1429.7427,178.5345,2
2023-08-24,0,bull,159.7025,159.7025,115.5891,103.1713,59.7025,59.7025,15.5891,3.1713,1597.0251,1597.0251,1451.1364,145.8887,2
2023-08-25,0,bull,160.3394,160.3394,116.404,103.87,60.3394,60.3394,16.404,3.87,1603.3944,1603.3944,1292.3949,310.9994,4
2023-08-28,0,bull,161.607,161.607,117.1421,104.2753,61.607,61.607,17.1421,4.2753,1616.0697,1616.0697,1324.5122,291.5576,4
2023-08-29,0,bull,162.6858,162.6858,118.8354,105.0998,62.6858,62.6858,18.8354,5.0998,1626.8576,1626.8576,1324.5122,302.3454,4
2023-08-30,0,bull,163.6449,163.6449,119.3249,105.2395,63.6449,63.6449,19.3249,5.2395,1636.4491,1636.4491,1324.5122,311.937,4
2023-08-31,0,bull,163.7926,163.7926,119.1502,104.6386,63.7926,63.7926,19.1502,4.6386,1637.9256,1637.9256,1324.5122,313.4135,4
2023-09-01,0,bull,164.149,164.149,119.3725,104.8483,64.149,64.149,19.3725,4.8483,1641.4899,1641.4899,1324.5122,316.9777,4
2023-09-05,0,bull,163.5095,163.5095,118.8566,104.1076,63.5095,63.5095,18.8566,4.1076,1635.095,1635.095,1345.8511,289.2438,4
2023-09-06,0,bull,163.4481,163.4481,118.0576,103.7583,63.4481,63.4481,18.0576,3.7583,1634.4808,1634.4808,1345.8511,288.6296,4
2023-09-07,0,bull,162.3499,162.3499,117.6951,104.1216,62.3499,62.3499,17.6951,4.1216,1623.4989,1623.4989,1415.6065,207.8924,3
2023-09-08,0,bull,162.3631,162.3631,117.8723,104.429,62.3631,62.3631,17.8723,4.429,1623.6308,1623.6308,1454.6669,168.9638,3
2023-09-11,0,bull,162.9035,162.9035,118.6476,104.8203,62.9035,62.9035,18.6476,4.8203,1629.0345,1629.0345,1503.1512,125.8834,2
2023-09-12,0,bull,162.8913,162.8913,117.9967,104.3871,62.8913,62.8913,17.9967,4.3871,1628.9127,1628.9127,1516.2855,112.6272,2
2023-09-13,0,bull,162.6183,162.6183,118.1343,104.6107,62.6183,62.6183,18.1343,4.6107,1626.1835,1626.1835,1543.7211,82.4624,2
2023-09-14,0,bull,163.44,163.44,119.1529,105.3932,63.44,63.44,19.1529,5.3932,1634.4001,1634.4001,1634.4001,0.0,0
2023-09-15,0,bull,163.44,163.44,117.7173,104.5827,63.44,63.44,17.7173,4.5827,1634.4001,1634.4001,1634.4001,0.0,0
2023-09-18,0,bull,163.44,163.44,117.7863,104.7225,63.44,63.44,17.7863,4.7225,1634.4001,1634.4001,1634.4001,0.0,0
2023-09-19,0,bull,163.44,163.44,117.5421,104.8203,63.44,63.44,17.5421,4.8203,1634.4001,1634.4001,1634.4001,0.0,0
2023-09-20,0,bull,163.44,163.44,116.4615,104.8762,63.44,63.44,16.4615,4.8762,1634.4001,1634.4001,1634.4001,0.0,0
2023-09-21,0,bull,163.44,163.44,114.5365,103.5906,63.44,63.44,14.5365,3.5906,1634.4001,1634.4001,1634.4001,0.0,0
2023-09-22,0,bull,163.44,163.44,114.279,103.5347,63.44,63.44,14.279,3.5347,1634.4001,1634.4001,1634.4001,0.0,0
2023-09-25,0,bull,163.44,163.44,114.7596,103.6604,63.44,63.44,14.7596,3.6604,1634.4001,1634.4001,1634.4001,0.0,0
2023-09-26,0,bull,163.44,163.44,113.0736,102.42,63.44,63.44,13.0736,2.42,1634.4001,1634.4001,1634.4001,0.0,0
2023-09-27,0,bull,163.44,163.44,113.1187,102.0829,63.44,63.44,13.1187,2.0829,1634.4001,1634.4001,1634.4001,0.0,0
2023-09-28,0,bull,164.1728,164.1728,113.7745,102.2374,64.1728,64.1728,13.7745,2.2374,1641.7283,1641.7283,1536.3362,105.3921,1
2023-09-29,0,bull,164.3619,164.3619,113.4984,101.6755,64.3619,64.3619,13.4984,1.6755,1643.6194,1643.6194,1536.3362,107.2832,1
2023-10-02,0,bull,163.6593,163.6593,113.4533,101.0153,63.6593,63.6593,13.4533,1.0153,1636.593,1636.593,1569.3876,67.2054,1
2023-10-03,0,bull,163.2215,163.2215,111.9346,100.3832,63.2215,63.2215,11.9346,0.3832,1632.2149,1632.2149,1471.2992,160.9156,2
2023-10-04,0,bull,163.2857,163.2857,112.7497,101.0153,63.2857,63.2857,12.7497,1.0153,1632.8565,1632.8565,1177.4448,455.4117,5
2023-10-05,0,bull,163.7981,163.7981,112.7072,100.8186,63.7981,63.7981,12.7072,0.8186,1637.9815,1637.9815,1177.4448,460.5367,5
2023-10-06,0,bull,164.8625,164.8625,114.0454,101.4788,64.8625,64.8625,14.0454,1.4788,1648.6254,1648.6254,1208.7131,439.9123,5
2023-10-09,0,bull,165.9032,165.9032,114.7755,102.3077,65.9032,65.9032,14.7755,2.3077,1659.032,1659.032,1230.6429,428.3892,5
2023-10-10,0,bull,166.8764,166.8764,115.3729,102.7291,66.8764,66.8764,15.3729,2.7291,1668.7639,1668.7639,1230.6429,438.121,5
2023-10-11,0,bull,166.3875,166.3875,115.8455,102.9117,66.3875,66.3875,15.8455,2.9117,1663.8749,1663.8749,1230.6429,433.2321,5
2023-10-12,0,bull,165.1404,165.1404,115.1392,102.1812,65.1404,65.1404,15.1392,2.1812,1651.4039,1651.4039,1302.0811,349.3228,4
2023-10-13,0,bull,164.2199,164.2199,114.5658,102.4622,64.2199,64.2199,14.5658,2.4622,1642.199,1642.199,1258.2499,383.9491,5
2023-10-16,0,bull,164.6554,164.6554,115.7711,103.4034,64.6554,64.6554,15.7711,3.4034,1646.5536,1646.5536,1291.2508,355.3028,5
2023-10-17,0,bull,165.3249,165.3249,115.7658,103.3893,65.3249,65.3249,15.7658,3.3893,1653.2494,1653.2494,1291.2508,361.9986,5
2023-10-18,0,bull,163.9089,163.9089,114.2232,102.6167,63.9089,63.9089,14.2232,2.6167,1639.0886,1639.0886,1335.2189,303.8696,5
2023-10-19,0,bull,163.182,163.182,113.2196,101.521,63.182,63.182,13.2196,1.521,1631.8197,1631.8197,1370.7813,261.0384,5
2023-10-20,0,bull,162.5225,162.5225,111.8284,100.7343,62.5225,62.5225,11.8284,0.7343,1625.2252,1625.2252,1384.6025,240.6228,5
2023-10-23,0,bull,162.965,162.965,111.6346,100.1724,62.965,62.965,11.6346,0.1724,1629.65,1629.65,1352.7738,276.8763,5
2023-10-24,0,bull,163.7604,163.7604,112.4762,100.931,63.7604,63.7604,12.4762,0.931,1637.6036,1637.6036,1492.9485,144.6551,2
2023-10-25,0,bull,162.058,162.058,110.8619,100.7063,62.058,62.058,10.8619,0.7063,1620.5801,1620.5801,1368.2118,252.3683,3
2023-10-26,0,bull,160.5676,160.5676,109.5344,100.327,60.5676,60.5676,9.5344,0.327,1605.6761,1605.6761,1358.9339,246.7422,3
2023-10-27,0,bull,159.7444,159.7444,109.0379,99.1189,59.7444,59.7444,9.0379,-0.8811,1597.444,1597.444,1195.7802,401.6637,5
2023-10-30,0,bull,159.4253,159.4253,110.3416,100.0741,59.4253,59.4253,10.3416,0.0741,1594.253,1594.253,1190.3045,403.9486,6
2023-10-31,0,bull,159.8373,159.8373,111.0345,100.7905,59.8373,59.8373,11.0345,0.7905,1598.3732,1598.3732,1094.2874,504.0858,7
2023-11-01,0,bull,160.4975,160.4975,112.2187,101.4226,60.4975,60.4975,12.2187,1.4226,1604.9752,1604.9752,1183.4745,421.5007,6
2023-11-02,0,bull,163.3781,163.3781,114.3693,102.7993,63.3781,63.3781,14.3693,2.7993,1633.7806,1633.7806,1020.5026,613.278,8
2023-11-03,0,bull,166.5051,166.5051,115.4127,103.5579,66.5051,66.5051,15.4127,3.5579,1665.0514,1665.0514,1020.5026,644.5488,8
2023-11-06,0,bull,166.0506,166.0506,115.6782,103.7265,66.0506,66.0506,15.6782,3.7265,1660.5063,1660.5063,1052.9269,607.5794,8
2023-11-07,0,bull,167.1554,167.1554,116.0074,103.6562,67.1554,67.1554,16.0074,3.6562,1671.5537,1671.5537,952.8231,718.7306,9
2023-11-08,0,bull,166.31,166.31,116.0924,103.7686,66.31,66.31,16.0924,3.7686,1663.1,1663.1,952.8231,710.277,9
2023-11-09,0,bull,164.3681,164.3681,115.187,102.9538,64.3681,64.3681,15.187,2.9538,1643.6806,1643.6806,1040.7469,602.9337,9
2023-11-10,0,bull,165.2338,165.2338,116.9845,103.8388,65.2338,65.2338,16.9845,3.8388,1652.3376,1652.3376,1040.7469,611.5907,9
2023-11-13,0,bull,165.1384,165.1384,116.873,103.8669,65.1384,65.1384,16.873,3.8669,1651.3836,1651.3836,1149.9741,501.4095,8
2023-11-14,0,bull,168.5404,168.5404,119.1404,105.0469,68.5404,68.5404,19.1404,5.0469,1685.404,1685.404,1223.4734,461.9306,7
2023-11-15,0,bull,169.331,169.331,119.3926,104.9626,69.331,69.331,19.3926,4.9626,1693.3101,1693.3101,1223.4734,469.8366,7
2023-11-16,0,bull,168.588,168.588,119.5387,104.9626,68.588,68.588,19.5387,4.9626,1685.8799,1685.8799,1408.2071,277.6728,5
2023-11-17,0,bull,169.3303,169.3303,119.6874,105.0048,69.3303,69.3303,19.6874,5.0048,1693.303,1693.303,1229.8948,463.4082,7
2023-11-20,0,bull,170.7719,170.7719,120.6087,105.37,70.7719,70.7719,20.6087,5.37,1707.7187,1707.7187,1349.0393,358.6794,5
2023-11-21,0,bull,170.3741,170.3741,120.3458,105.6931,70.3741,70.3741,20.3458,5.6931,1703.7415,1703.7415,1364.9101,338.8313,5
2023-11-22,0,bull,170.578,170.578,120.8104,106.4236,70.578,70.578,20.8104,6.4236,1705.7802,1705.7802,1445.2453,260.5349,3
2023-11-24,0,bull,170.8614,170.8614,120.8848,106.7045,70.8614,70.8614,20.8848,6.7045,1708.6138,1708.6138,1342.7567,365.8571,4
2023-11-27,0,bull,170.6338,170.6338,120.6671,106.4095,70.6338,70.6338,20.6671,6.4095,1706.3384,1706.3384,1422.9701,283.3683,3
2023-11-28,0,bull,170.4421,170.4421,120.7866,106.2971,70.4421,70.4421,20.7866,6.2971,1704.421,1704.421,1422.9701,281.4509,3
2023-11-29,0,bull,171.0749,171.0749,120.7016,106.1847,71.0749,71.0749,20.7016,6.1847,1710.7494,1710.7494,1422.9701,287.7793,3
2023-11-30,0,bull,170.5672,170.5672,121.1768,107.2524,70.5672,70.5672,21.1768,7.2524,1705.6722,1705.6722,1456.3383,249.3339,3
2023-12-01,0,bull,173.0965,173.0965,121.8937,107.9969,73.0965,73.0965,21.8937,7.9969,1730.9653,1730.9653,1456.3383,274.627,3
2023-12-04,0,bull,174.3384,174.3384,121.2539,107.9407,74.3384,74.3384,21.2539,7.9407,1743.3836,1743.3836,1456.3383,287.0452,3
2023-12-05,0,bull,173.368,173.368,121.23,107.5754,73.368,73.368,21.23,7.5754,1733.6795,1733.6795,1456.3383,277.3412,3
2023-12-06,0,bull,172.8699,172.8699,120.7414,107.4631,72.8699,72.8699,20.7414,7.4631,1728.699,1728.699,1456.3383,272.3607,3
2023-12-07,0,bull,172.7419,172.7419,121.6627,107.5473,72.7419,72.7419,21.6627,7.5473,1727.4195,1727.4195,1644.1842,83.2352,1
2023-12-08,0,bull,173.2602,173.2602,122.1858,107.5052,73.2602,73.2602,22.1858,7.5052,1732.6024,1732.6024,1644.1842,88.4182,1
2023-12-11,0,bull,173.1658,173.1658,122.661,108.6009,73.1658,73.1658,22.661,8.6009,1731.6581,1731.6581,1644.1842,87.4739,1
2023-12-12,0,bull,172.694,172.694,123.2212,109.0645,72.694,72.694,23.2212,9.0645,1726.9401,1726.9401,1540.3284,186.6117,2
2023-12-13,0,bull,174.3337,174.3337,124.9205,110.4552,74.3337,74.3337,24.9205,10.4552,1743.3371,1743.3371,1540.3284,203.0088,2
2023-12-14,0,bull,176.328,176.328,125.3214,109.3454,76.328,76.328,25.3214,9.3454,1763.2796,1763.2796,1651.3322,111.9474,1
2023-12-15,0,bull,176.0013,176.0013,125.1151,108.6852,76.0013,76.0013,25.1151,8.6852,1760.0135,1760.0135,1651.3322,108.6812,1
2023-12-18,0,bull,176.0013,176.0013,125.8188,109.3314,76.0013,76.0013,25.8188,9.3314,1760.0135,1760.0135,1651.3322,108.6812,1
2023-12-19,0,bull,176.5321,176.5321,126.5839,109.5421,76.5321,76.5321,26.5839,9.5421,1765.3209,1765.3209,1651.3322,113.9887,1
2023-12-20,0,bull,176.2953,176.2953,124.8298,108.0448,76.2953,76.2953,24.8298,8.0448,1762.953,1762.953,1651.3322,111.6207,1
2023-12-21,0,bull,176.6137,176.6137,126.0134,108.85,76.6137,76.6137,26.0134,8.85,1766.1375,1766.1375,1651.3322,114.8052,1
2023-12-22,0,bull,176.7689,176.7689,126.2667,109.3584,76.7689,76.7689,26.2667,9.3584,1767.6889,1767.6889,1651.3322,116.3567,1
2023-12-26,0,bull,177.1853,177.1853,126.7998,109.6269,77.1853,77.1853,26.7998,9.6269,1771.8533,1771.8533,1651.3322,120.521,1
2023-12-27,0,bull,177.4466,177.4466,127.0291,109.8246,77.4466,77.4466,27.0291,9.8246,1774.4662,1774.4662,1651.3322,123.1339,1
2023-12-28,0,bull,178.2632,178.2632,127.0771,110.0082,78.2632,78.2632,27.0771,10.0082,1782.6315,1782.6315,1651.3322,131.2993,1
2023-12-29,0,bull,178.6633,178.6633,126.7092,110.2201,78.6633,78.6633,26.7092,10.2201,1786.6326,1786.6326,1651.3322,135.3003,1
2024-01-02,0,bull,178.6633,178.6633,126.0001,110.6439,78.6633,78.6633,26.0001,10.6439,1786.6326,1786.6326,1651.3322,128.2781,1
2024-01-03,0,bull,177.9081,177.9081,124.9711,110.3896,77.9081,77.9081,24.9711,10.3896,1779.0808,1779.0808,1231.3341,532.6995,7
2024-01-04,0,bull,177.8997,177.8997,124.5685,110.1777,77.8997,77.8997,24.5685,10.1777,1778.9973,1778.9973,1163.7165,593.5748,9
2024-01-05,0,bull,177.4784,177.4784,124.7392,109.98,77.4784,77.4784,24.7392,9.98,1774.7842,1774.7842,1183.9846,563.9263,9
2024-01-08,0,bull,180.0938,180.0938,126.5199,110.8275,80.0938,80.0938,26.5199,10.8275,1800.9383,1800.9383,1242.1988,521.4124,9
2024-01-09,0,bull,179.1491,179.1491,126.328,110.6156,79.1491,79.1491,26.328,10.6156,1791.4912,1791.4912,1242.1988,515.2266,9
2024-01-10,0,bull,180.8958,180.8958,127.0424,110.8981,80.8958,80.8958,27.0424,10.8981,1808.9579,1808.9579,1242.1988,557.5827,9
2024-01-11,0,bull,178.6249,178.6249,126.9865,110.7851,78.6249,78.6249,26.9865,10.7851,1786.2492,1786.2492,1260.9356,521.4813,9
2024-01-12,0,bull,176.8771,176.8771,127.0744,111.3219,76.8771,76.8771,27.0744,11.3219,1768.7706,1768.7706,1369.4497,403.021,7
2024-01-16,0,bull,176.6002,176.6002,126.6079,110.997,76.6002,76.6002,26.6079,10.997,1766.0017,1766.0017,1381.7419,400.5288,7
2024-01-17,0,bull,176.1577,176.1577,125.9041,110.7569,76.1577,76.1577,25.9041,10.7569,1761.577,1761.577,1382.1834,398.0191,6
2024-01-18,0,bull,175.0817,175.0817,127.0238,111.3078,75.0817,75.0817,27.0238,11.3078,1750.8165,1750.8165,1404.3582,367.5352,6
2024-01-19,0,bull,177.3418,177.3418,128.6073,112.127,77.3418,77.3418,28.6073,12.127,1773.4178,1773.4178,1454.786,314.7333,6
2024-01-22,0,bull,178.0048,178.0048,128.8792,112.3248,78.0048,78.0048,28.8792,12.3248,1780.0477,1780.0477,1454.786,311.8302,6
2024-01-23,0,bull,178.0871,178.0871,129.2551,112.805,78.0871,78.0871,29.2551,12.805,1780.8712,1780.8712,1495.5254,275.961,4
2024-01-24,0,bull,176.4155,176.4155,129.3964,112.3107,76.4155,76.4155,29.3964,12.3107,1764.1548,1764.1548,1461.0959,297.8497,4
2024-01-25,0,bull,176.1059,176.1059,130.1001,112.8898,76.1059,76.1059,30.1001,12.8898,1761.0592,1761.0592,1501.363,249.7258,4
2024-01-26,0,bull,176.0384,176.0384,129.9349,112.9746,76.0384,76.0384,29.9349,12.9746,1760.3845,1760.3845,1336.6075,413.1239,6
2024-01-29,0,bull,177.6804,177.6804,130.9639,113.2995,77.6804,77.6804,30.9639,13.2995,1776.8038,1776.8038,1355.7548,402.7584,6
2024-01-30,0,bull,177.2337,177.2337,130.8626,113.6808,77.2337,77.2337,30.8626,13.6808,1772.3366,1772.3366,1355.7548,399.0332,6
2024-01-31,0,bull,176.8665,176.8665,128.7273,112.6073,76.8665,76.8665,28.7273,12.6073,1768.6652,1768.6652,1336.129,414.4811,7
2024-02-01,0,bull,177.0329,177.0329,130.4121,113.8927,77.0329,77.0329,30.4121,13.8927,1770.3291,1770.3291,1336.129,415.9024,7
2024-02-02,0,bull,178.7042,178.7042,131.7849,113.4972,78.7042,78.7042,31.7849,13.4972,1787.0417,1787.0417,1110.0016,651.0574,11
2024-02-05,0,bull,175.4304,175.4304,131.3051,112.8192,75.4304,75.4304,31.3051,12.8192,1754.3037,1754.3037,1105.0535,635.2319,12
2024-02-06,0,bull,180.1652,180.1652,131.6863,113.0452,80.1652,80.1652,31.6863,13.0452,1801.6523,1801.6523,1064.0814,704.2571,13
2024-02-07,0,bull,181.184,181.184,132.7846,113.5396,81.184,81.184,32.7846,13.5396,1811.8403,1811.8403,1083.1052,690.5274,13
2024-02-08,0,bull,182.2027,182.2027,132.8433,113.3701,82.2027,82.2027,32.8433,13.3701,1822.0272,1822.0272,1033.9564,747.5009,14
2024-02-09,0,bull,183.6264,183.6264,133.611,113.4972,83.6264,83.6264,33.611,13.4972,1836.2635,1836.2635,1042.1559,747.3513,14
2024-02-12,0,bull,186.8995,186.8995,133.5524,113.4124,86.8995,86.8995,33.5524,13.4124,1868.9952,1868.9952,1030.2697,773.3118,14
